village,asv_ID,host_ID,host_species,grid,season,reads,total_reads
Andatsakala,ASV_1260,3577,Rattus rattus,semi-intact_forest,1,0.08808290155440414,386
Andatsakala,ASV_1260,3952,Rattus rattus,village,3,0.057090239410681407,543
Andatsakala,ASV_1260,4004,Rattus rattus,village,3,0.04456094364351245,763
Andatsakala,ASV_1281,3527,Rattus rattus,brushy_regrowth,1,0.08110687022900763,2096
Andatsakala,ASV_1281,3650,Rattus rattus,village,1,0.05056980056980057,1404
Andatsakala,ASV_1281,3680,Rattus rattus,brushy_regrowth,2,0.02956989247311828,744
Andatsakala,ASV_1281,3806,Rattus rattus,flooded_rice,2,0.07674418604651163,430
Andatsakala,ASV_13,3656,Rattus rattus,flooded_rice,1,0.06208425720620843,902
Andatsakala,ASV_13,3812,Rattus rattus,flooded_rice,2,0.05306971904266389,961
Andatsakala,ASV_13,3817,Rattus rattus,village,2,0.39080459770114945,435
Andatsakala,ASV_13,3852,Rattus rattus,brushy_regrowth,3,0.8436213991769547,242.99999999999997
Andatsakala,ASV_1333,3657,Rattus rattus,flooded_rice,1,0.06047819971870605,711
Andatsakala,ASV_1333,3658,Rattus rattus,village,1,0.09375,384
Andatsakala,ASV_1333,3945,Rattus rattus,flooded_rice,3,0.24006235385814498,1283
Andatsakala,ASV_1333,4037,Rattus rattus,village,3,0.33276157804459694,1749
Andatsakala,ASV_1363,3613,Rattus rattus,agroforest,1,0.06511627906976744,1720
Andatsakala,ASV_1363,3774,Rattus rattus,agroforest,2,0.1,210
Andatsakala,ASV_1363,3780,Rattus rattus,flooded_rice,2,0.047505938242280284,842
Andatsakala,ASV_1372,3598,Rattus rattus,agroforest,1,0.20063191153238547,633
Andatsakala,ASV_1372,3613,Rattus rattus,agroforest,1,0.051744186046511625,1720
Andatsakala,ASV_1372,3623,Rattus rattus,agroforest,1,0.603125,320
Andatsakala,ASV_1372,3960,Rattus rattus,village,3,0.39317773788150806,557
Andatsakala,ASV_1376,3557,Rattus rattus,secondary_forest,1,0.034739454094292806,1209
Andatsakala,ASV_1376,3599,Rattus rattus,agroforest,1,0.14775725593667546,379
Andatsakala,ASV_1376,3689,Rattus rattus,agriculture,2,0.057534246575342465,365
Andatsakala,ASV_1376,3963,Rattus rattus,village,3,0.05136986301369863,584
Andatsakala,ASV_1391,3649,Rattus rattus,village,1,0.05934455270150576,1129
Andatsakala,ASV_1391,3799,Rattus rattus,village,2,0.13245033112582782,151
Andatsakala,ASV_1391,3982,Rattus rattus,village,3,0.09740259740259741,154
Andatsakala,ASV_1402,3557,Rattus rattus,secondary_forest,1,0.4706368899917287,1209
Andatsakala,ASV_1402,3612,Rattus rattus,agroforest,1,0.028368794326241134,1410
Andatsakala,ASV_1402,3638,Rattus rattus,village,1,0.08220502901353965,2068
Andatsakala,ASV_1402,4016,Rattus rattus,village,3,0.1348973607038123,682
Andatsakala,ASV_1419,3917,Rattus rattus,secondary_forest,3,0.3217391304347826,230
Andatsakala,ASV_1419,3919,Rattus rattus,secondary_forest,3,0.6920609462710505,1247
Andatsakala,ASV_1419,3928,Rattus rattus,secondary_forest,3,0.12812812812812813,999
Andatsakala,ASV_1419,3998,Rattus rattus,agroforest,3,0.04567307692307692,416
Andatsakala,ASV_1422,3635,Rattus rattus,village,1,0.01928504233301976,4252
Andatsakala,ASV_1422,3642,Rattus rattus,village,1,0.09814169570267131,1722
Andatsakala,ASV_1422,3645,Rattus rattus,village,1,0.3929889298892989,542
Andatsakala,ASV_1426,3520,Rattus rattus,brushy_regrowth,1,0.042748091603053436,1965
Andatsakala,ASV_1426,3779,Rattus rattus,flooded_rice,2,0.10408921933085502,269
Andatsakala,ASV_1426,3789,Rattus rattus,village,2,0.05080213903743316,748
Andatsakala,ASV_1429,3520,Rattus rattus,brushy_regrowth,1,0.026463104325699746,1965
Andatsakala,ASV_1429,3581,Rattus rattus,semi-intact_forest,1,0.09278350515463918,485
Andatsakala,ASV_1429,3792,Rattus rattus,village,2,0.031914893617021274,1034
Andatsakala,ASV_1441,3893,Rattus rattus,secondary_forest,3,0.3073170731707317,615
Andatsakala,ASV_1441,3894,Rattus rattus,secondary_forest,3,0.05749128919860627,574
Andatsakala,ASV_1441,3905,Rattus rattus,secondary_forest,3,0.11049723756906077,362
Andatsakala,ASV_1456,3742,Rattus rattus,agroforest,2,0.196513470681458,1262
Andatsakala,ASV_1456,3761,Rattus rattus,agroforest,2,0.15566037735849056,636
Andatsakala,ASV_1456,3815,Rattus rattus,village,2,0.18055555555555555,432
Andatsakala,ASV_1462,3639,Rattus rattus,village,1,0.08860759493670886,711
Andatsakala,ASV_1462,3817,Rattus rattus,village,2,0.5241379310344828,435
Andatsakala,ASV_1462,4026,Rattus rattus,village,3,0.031198686371100164,3045
Andatsakala,ASV_1464,3658,Rattus rattus,village,1,0.08854166666666667,384
Andatsakala,ASV_1464,3832,Rattus rattus,brushy_regrowth,3,0.44467640918580376,479
Andatsakala,ASV_1464,3910,Rattus rattus,secondary_forest,3,0.1423455684870188,1117
Andatsakala,ASV_1480,3581,Rattus rattus,semi-intact_forest,1,0.15463917525773196,485
Andatsakala,ASV_1480,3598,Rattus rattus,agroforest,1,0.37282780410742494,633
Andatsakala,ASV_1480,3646,Rattus rattus,village,1,0.025541795665634675,1292
Andatsakala,ASV_1488,3578,Rattus rattus,semi-intact_forest,1,0.23887240356083086,674
Andatsakala,ASV_1488,3607,Rattus rattus,agroforest,1,0.26449787835926447,1414
Andatsakala,ASV_1488,3650,Rattus rattus,village,1,0.2037037037037037,1404
Andatsakala,ASV_1488,3712,Rattus rattus,secondary_forest,2,0.10348583877995643,2754
Andatsakala,ASV_1497,3663,Rattus rattus,brushy_regrowth,2,0.0883668903803132,894
Andatsakala,ASV_1497,3699,Rattus rattus,agriculture,2,0.4701298701298701,385
Andatsakala,ASV_1497,3903,Rattus rattus,secondary_forest,3,0.06435006435006435,777
Andatsakala,ASV_150,3656,Rattus rattus,flooded_rice,1,0.1419068736141907,902
Andatsakala,ASV_150,3735,Rattus rattus,semi-intact_forest,2,0.375,1120
Andatsakala,ASV_150,3972,Rattus rattus,village,3,0.3918982571832313,2123
Andatsakala,ASV_150,3980,Rattus rattus,village,3,0.10344827586206898,290
Andatsakala,ASV_1512,3645,Rattus rattus,village,1,0.15129151291512916,542
Andatsakala,ASV_1512,3974,Rattus rattus,village,3,0.2608695652173913,1242
Andatsakala,ASV_1512,3987,Rattus rattus,village,3,0.11293634496919917,487
Andatsakala,ASV_1512,4008,Rattus rattus,agroforest,3,0.3258426966292135,445
Andatsakala,ASV_1514,3499,Rattus rattus,brushy_regrowth,1,0.16494845360824742,873
Andatsakala,ASV_1514,3501,Rattus rattus,brushy_regrowth,1,0.3180327868852459,305
Andatsakala,ASV_1514,3621,Rattus rattus,agroforest,1,0.05276752767527675,2710
Andatsakala,ASV_1514,3650,Rattus rattus,village,1,0.03917378917378917,1404
Andatsakala,ASV_1531,3593,Rattus rattus,agroforest,1,0.060240963855421686,415
Andatsakala,ASV_1531,3834,Rattus rattus,brushy_regrowth,3,0.11320754716981132,212
Andatsakala,ASV_1531,3936,Rattus rattus,semi-intact_forest,3,0.06377551020408163,392
Andatsakala,ASV_1531,3999,Rattus rattus,agroforest,3,0.040506329113924044,395
Andatsakala,ASV_1546,3728,Rattus rattus,semi-intact_forest,2,0.03180212014134275,1132
Andatsakala,ASV_1546,3893,Rattus rattus,secondary_forest,3,0.0910569105691057,615
Andatsakala,ASV_1546,3907,Rattus rattus,secondary_forest,3,0.07553956834532374,278
Andatsakala,ASV_1551,3499,Rattus rattus,brushy_regrowth,1,0.06987399770904926,873
Andatsakala,ASV_1551,3543,Rattus rattus,agriculture,1,0.2222222222222222,756
Andatsakala,ASV_1551,3600,Rattus rattus,agroforest,1,0.5903083700440529,227
Andatsakala,ASV_1551,3605,Rattus rattus,agroforest,1,0.37948717948717947,195
Andatsakala,ASV_1566,3528,Rattus rattus,brushy_regrowth,1,0.016719745222929936,1256
Andatsakala,ASV_1566,3610,Rattus rattus,agroforest,1,0.5855855855855856,111
Andatsakala,ASV_1566,3833,Rattus rattus,brushy_regrowth,3,0.08505747126436781,435
Andatsakala,ASV_1566,3911,Rattus rattus,secondary_forest,3,0.037486218302094816,907
Andatsakala,ASV_1568,3646,Rattus rattus,village,1,0.07275541795665634,1292
Andatsakala,ASV_1568,3780,Rattus rattus,flooded_rice,2,0.0498812351543943,842
Andatsakala,ASV_1568,3971,Rattus rattus,village,3,0.07981220657276995,426
Andatsakala,ASV_1572,3643,Rattus rattus,village,1,0.0818273092369478,1992
Andatsakala,ASV_1572,3903,Rattus rattus,secondary_forest,3,0.0888030888030888,777
Andatsakala,ASV_1572,3917,Rattus rattus,secondary_forest,3,0.25217391304347825,230
Andatsakala,ASV_1573,3558,Rattus rattus,secondary_forest,1,0.2254098360655738,488
Andatsakala,ASV_1573,3622,Rattus rattus,agroforest,1,0.1161928306551298,809
Andatsakala,ASV_1573,3767,Rattus rattus,agroforest,2,0.0296875,640
Andatsakala,ASV_1573,3973,Rattus rattus,village,3,0.07788461538461539,1040
Andatsakala,ASV_1582,3612,Rattus rattus,agroforest,1,0.13404255319148936,1410
Andatsakala,ASV_1582,3885,Rattus rattus,agriculture,3,0.04322429906542056,856
Andatsakala,ASV_1582,4006,Rattus rattus,agroforest,3,0.23061630218687873,1006
Andatsakala,ASV_1584,3612,Rattus rattus,agroforest,1,0.03049645390070922,1410
Andatsakala,ASV_1584,3646,Rattus rattus,village,1,0.047213622291021676,1292
Andatsakala,ASV_1584,3808,Rattus rattus,flooded_rice,2,0.06746987951807229,830
Andatsakala,ASV_1584,3841,Rattus rattus,brushy_regrowth,3,0.028880866425992777,554
Andatsakala,ASV_1594,3607,Rattus rattus,agroforest,1,0.1301272984441301,1414
Andatsakala,ASV_1594,3612,Rattus rattus,agroforest,1,0.02127659574468085,1410
Andatsakala,ASV_1594,3978,Rattus rattus,flooded_rice,3,0.05597416576964478,1858
Andatsakala,ASV_1594,4016,Rattus rattus,village,3,0.045454545454545456,682
Andatsakala,ASV_1601,3500,Rattus rattus,brushy_regrowth,1,0.3112244897959184,392
Andatsakala,ASV_1601,3613,Rattus rattus,agroforest,1,0.04244186046511628,1720
Andatsakala,ASV_1601,3767,Rattus rattus,agroforest,2,0.0671875,640
Andatsakala,ASV_1601,3831,Rattus rattus,brushy_regrowth,3,0.09717868338557993,319
Andatsakala,ASV_1606,3563,Rattus rattus,secondary_forest,1,0.2862595419847328,524
Andatsakala,ASV_1606,3761,Rattus rattus,agroforest,2,0.07075471698113207,636
Andatsakala,ASV_1606,3963,Rattus rattus,village,3,0.04794520547945205,584
Andatsakala,ASV_1611,3558,Rattus rattus,secondary_forest,1,0.10655737704918031,488
Andatsakala,ASV_1611,3774,Rattus rattus,agroforest,2,0.8285714285714286,210
Andatsakala,ASV_1611,4016,Rattus rattus,village,3,0.3416422287390029,682
Andatsakala,ASV_1612,3499,Rattus rattus,brushy_regrowth,1,0.046964490263459335,873
Andatsakala,ASV_1612,3593,Rattus rattus,agroforest,1,0.13734939759036144,415
Andatsakala,ASV_1612,3607,Rattus rattus,agroforest,1,0.028995756718528994,1414
Andatsakala,ASV_1612,3663,Rattus rattus,brushy_regrowth,2,0.09955257270693513,894
Andatsakala,ASV_1616,3598,Rattus rattus,agroforest,1,0.03949447077409163,633
Andatsakala,ASV_1616,3641,Rattus rattus,village,1,0.07191780821917808,876
Andatsakala,ASV_1616,3646,Rattus rattus,village,1,0.0348297213622291,1292
Andatsakala,ASV_1616,4012,Rattus rattus,village,3,0.038461538461538464,676
Andatsakala,ASV_1622,3516,Rattus rattus,brushy_regrowth,1,0.04014598540145986,1096
Andatsakala,ASV_1622,3559,Rattus rattus,secondary_forest,1,0.24390243902439024,246
Andatsakala,ASV_1622,3613,Rattus rattus,agroforest,1,0.04011627906976744,1720
Andatsakala,ASV_1622,3708,Rattus rattus,agriculture,2,0.024329382407985028,3206
Andatsakala,ASV_163,3735,Rattus rattus,semi-intact_forest,2,0.19464285714285715,1120
Andatsakala,ASV_163,3812,Rattus rattus,flooded_rice,2,0.01768990634755463,961
Andatsakala,ASV_163,3825,Rattus rattus,flooded_rice,2,0.04716981132075472,742
Andatsakala,ASV_163,4008,Rattus rattus,agroforest,3,0.251685393258427,445
Andatsakala,ASV_1637,3679,Rattus rattus,brushy_regrowth,2,0.4556040756914119,687
Andatsakala,ASV_1637,3904,Rattus rattus,secondary_forest,3,0.15666327568667346,983
Andatsakala,ASV_1637,3910,Rattus rattus,secondary_forest,3,0.2811101163831692,1117
Andatsakala,ASV_1637,3928,Rattus rattus,secondary_forest,3,0.2852852852852853,999
Andatsakala,ASV_1662,3662,Rattus rattus,brushy_regrowth,2,0.14540270848182466,1403
Andatsakala,ASV_1662,3905,Rattus rattus,secondary_forest,3,0.09944751381215469,362
Andatsakala,ASV_1662,3961,Rattus rattus,village,3,0.03498871331828443,886
Andatsakala,ASV_1667,3620,Rattus rattus,agroforest,1,0.038083538083538086,814
Andatsakala,ASV_1667,3638,Rattus rattus,village,1,0.0425531914893617,2068
Andatsakala,ASV_1667,3646,Rattus rattus,village,1,0.037925696594427245,1292
Andatsakala,ASV_1667,4002,Rattus rattus,village,3,0.134185303514377,626
Andatsakala,ASV_1669,3520,Rattus rattus,brushy_regrowth,1,0.36844783715012724,1965
Andatsakala,ASV_1669,3659,Rattus rattus,village,1,0.046052631578947366,456
Andatsakala,ASV_1669,3903,Rattus rattus,secondary_forest,3,0.13513513513513514,777
Andatsakala,ASV_1669,3911,Rattus rattus,secondary_forest,3,0.1300992282249173,907
Andatsakala,ASV_1686,3499,Rattus rattus,brushy_regrowth,1,0.23367697594501718,873
Andatsakala,ASV_1686,3516,Rattus rattus,brushy_regrowth,1,0.4096715328467153,1096
Andatsakala,ASV_1686,3527,Rattus rattus,brushy_regrowth,1,0.0648854961832061,2096
Andatsakala,ASV_1686,3807,Rattus rattus,flooded_rice,2,0.31645569620253167,158
Andatsakala,ASV_1688,3559,Rattus rattus,secondary_forest,1,0.23983739837398374,246
Andatsakala,ASV_1688,3612,Rattus rattus,agroforest,1,0.024113475177304965,1410
Andatsakala,ASV_1688,3719,Rattus rattus,secondary_forest,2,0.12213740458015267,262
Andatsakala,ASV_1703,3500,Rattus rattus,brushy_regrowth,1,0.09438775510204081,392
Andatsakala,ASV_1703,3577,Rattus rattus,semi-intact_forest,1,0.06476683937823835,386
Andatsakala,ASV_1703,3607,Rattus rattus,agroforest,1,0.03606789250353607,1414
Andatsakala,ASV_1703,3900,Rattus rattus,secondary_forest,3,0.06368563685636856,738
Andatsakala,ASV_1709,3789,Rattus rattus,village,2,0.09893048128342247,748
Andatsakala,ASV_1709,3988,Rattus rattus,village,3,0.12549537648612946,757
Andatsakala,ASV_1709,4033,Rattus rattus,village,3,0.25476190476190474,420
Andatsakala,ASV_171,3645,Rattus rattus,village,1,0.06457564575645756,542
Andatsakala,ASV_171,3660,Rattus rattus,village,1,0.3130699088145897,329
Andatsakala,ASV_171,3833,Rattus rattus,brushy_regrowth,3,0.06436781609195402,435
Andatsakala,ASV_1712,3568,Rattus rattus,secondary_forest,1,0.49999999999999994,210
Andatsakala,ASV_1712,3669,Rattus rattus,brushy_regrowth,2,0.5260586319218241,614
Andatsakala,ASV_1712,3712,Rattus rattus,secondary_forest,2,0.03957879448075526,2754
Andatsakala,ASV_1712,3841,Rattus rattus,brushy_regrowth,3,0.028880866425992777,554
Andatsakala,ASV_1716,3620,Rattus rattus,agroforest,1,0.0343980343980344,814
Andatsakala,ASV_1716,3982,Rattus rattus,village,3,0.04545454545454546,154
Andatsakala,ASV_1728,3534,Rattus rattus,agriculture,1,0.15416666666666667,480
Andatsakala,ASV_1728,3761,Rattus rattus,agroforest,2,0.0440251572327044,636
Andatsakala,ASV_1728,3831,Rattus rattus,brushy_regrowth,3,0.20062695924764887,319
Andatsakala,ASV_1733,3673,Rattus rattus,brushy_regrowth,2,0.10067114093959731,596
Andatsakala,ASV_1733,3773,Rattus rattus,agroforest,2,0.29347826086956524,184
Andatsakala,ASV_1733,3789,Rattus rattus,village,2,0.17647058823529413,748
Andatsakala,ASV_1734,3825,Rattus rattus,flooded_rice,2,0.09299191374663072,742
Andatsakala,ASV_1734,3844,Rattus rattus,brushy_regrowth,3,0.18633540372670807,322
Andatsakala,ASV_1734,3982,Rattus rattus,village,3,0.11038961038961038,154
Andatsakala,ASV_1738,3635,Rattus rattus,village,1,0.017168391345249296,4252
Andatsakala,ASV_1738,3689,Rattus rattus,agriculture,2,0.07397260273972603,365
Andatsakala,ASV_1738,3811,Rattus rattus,flooded_rice,2,0.09841827768014061,1138
Andatsakala,ASV_1738,3815,Rattus rattus,village,2,0.07407407407407407,432
Andatsakala,ASV_1755,3673,Rattus rattus,brushy_regrowth,2,0.03859060402684564,596
Andatsakala,ASV_1755,3807,Rattus rattus,flooded_rice,2,0.17721518987341772,158
Andatsakala,ASV_1755,3832,Rattus rattus,brushy_regrowth,3,0.05010438413361169,479
Andatsakala,ASV_1757,3593,Rattus rattus,agroforest,1,0.060240963855421686,415
Andatsakala,ASV_1757,3612,Rattus rattus,agroforest,1,0.0425531914893617,1410
Andatsakala,ASV_1757,3789,Rattus rattus,village,2,0.1270053475935829,748
Andatsakala,ASV_1759,3663,Rattus rattus,brushy_regrowth,2,0.5413870246085011,894
Andatsakala,ASV_1759,3749,Rattus rattus,agroforest,2,0.18782161234991424,1166
Andatsakala,ASV_1759,3997,Rattus rattus,agroforest,3,0.12454873646209386,554
Andatsakala,ASV_1760,3641,Rattus rattus,village,1,0.03995433789954338,876
Andatsakala,ASV_1760,3644,Rattus rattus,village,1,0.18285714285714286,175
Andatsakala,ASV_1760,4002,Rattus rattus,village,3,0.052715654952076675,626
Andatsakala,ASV_1760,4004,Rattus rattus,village,3,0.04456094364351245,763
Andatsakala,ASV_1763,3778,Rattus rattus,flooded_rice,2,0.302540415704388,1732
Andatsakala,ASV_1763,3825,Rattus rattus,flooded_rice,2,0.3086253369272237,742
Andatsakala,ASV_1763,3978,Rattus rattus,flooded_rice,3,0.05005382131324004,1858
Andatsakala,ASV_1764,3659,Rattus rattus,village,1,0.38596491228070173,456
Andatsakala,ASV_1764,3742,Rattus rattus,agroforest,2,0.1465927099841521,1262
Andatsakala,ASV_1764,3825,Rattus rattus,flooded_rice,2,0.12533692722371967,742
Andatsakala,ASV_1764,4007,Rattus rattus,agroforest,3,0.3644578313253012,332
Andatsakala,ASV_1766,3605,Rattus rattus,agroforest,1,0.4512820512820513,195
Andatsakala,ASV_1766,3614,Rattus rattus,agroforest,1,0.11733800350262696,571
Andatsakala,ASV_1766,3832,Rattus rattus,brushy_regrowth,3,0.15657620041753653,479
Andatsakala,ASV_1797,3680,Rattus rattus,brushy_regrowth,2,0.030913978494623656,744
Andatsakala,ASV_1797,3712,Rattus rattus,secondary_forest,2,0.023602033405954976,2754
Andatsakala,ASV_1797,3885,Rattus rattus,agriculture,3,0.09462616822429906,856
Andatsakala,ASV_1813,3713,Rattus rattus,secondary_forest,2,0.035283335879028564,6547
Andatsakala,ASV_1813,3868,Rattus rattus,agriculture,3,0.0273224043715847,732
Andatsakala,ASV_1813,4033,Rattus rattus,village,3,0.07380952380952381,420
Andatsakala,ASV_1822,3620,Rattus rattus,agroforest,1,0.060196560196560195,814
Andatsakala,ASV_1822,3772,Rattus rattus,agroforest,2,0.10207939508506618,529
Andatsakala,ASV_1822,3800,Rattus rattus,village,2,0.021103896103896104,1232
Andatsakala,ASV_1827,3811,Rattus rattus,flooded_rice,2,0.15641476274165203,1138
Andatsakala,ASV_1827,3945,Rattus rattus,flooded_rice,3,0.11613406079501169,1283
Andatsakala,ASV_1827,4004,Rattus rattus,village,3,0.2162516382699869,763
Andatsakala,ASV_1837,3657,Rattus rattus,flooded_rice,1,0.16736990154711673,711
Andatsakala,ASV_1837,3780,Rattus rattus,flooded_rice,2,0.05344418052256532,842
Andatsakala,ASV_1837,3808,Rattus rattus,flooded_rice,2,0.050602409638554224,830
Andatsakala,ASV_1837,3987,Rattus rattus,village,3,0.07186858316221766,487
Andatsakala,ASV_1846,3499,Rattus rattus,brushy_regrowth,1,0.10652920962199312,873
Andatsakala,ASV_1846,3527,Rattus rattus,brushy_regrowth,1,0.025286259541984733,2096
Andatsakala,ASV_1846,3564,Rattus rattus,secondary_forest,1,0.12117346938775513,784
Andatsakala,ASV_1846,3998,Rattus rattus,agroforest,3,0.15865384615384615,416
Andatsakala,ASV_1849,3801,Rattus rattus,village,2,0.08196721311475409,366
Andatsakala,ASV_1849,3802,Rattus rattus,village,2,0.08176100628930817,318
Andatsakala,ASV_1849,4013,Rattus rattus,village,3,0.06153846153846154,455
Andatsakala,ASV_1850,3528,Rattus rattus,brushy_regrowth,1,0.05971337579617833,1256
Andatsakala,ASV_1850,3563,Rattus rattus,secondary_forest,1,0.11450381679389313,524
Andatsakala,ASV_1850,3877,Rattus rattus,agriculture,3,0.1242603550295858,169
Andatsakala,ASV_1850,3978,Rattus rattus,flooded_rice,3,0.11302475780409042,1858
Andatsakala,ASV_1863,3593,Rattus rattus,agroforest,1,0.13734939759036144,415
Andatsakala,ASV_1863,3767,Rattus rattus,agroforest,2,0.03125,640
Andatsakala,ASV_1863,3832,Rattus rattus,brushy_regrowth,3,0.05845511482254697,479
