	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV
new_taxa..2...i..1.7..52	100	100	100	100	100	100	100	ASV_54
new_taxa..2...i..1.7..53	100	100	100	100	100	100	100	ASV_55
new_taxa..2...i..1.7..54	100	100	100	100	99	60	60	ASV_56
new_taxa..2...i..1.7..55	100	100	100	100	100	99	99	ASV_57
new_taxa..2...i..1.7..56	100	100	100	100	57	46	26	ASV_58
new_taxa..2...i..1.7..57	100	100	100	100	100	100	100	ASV_59
new_taxa..2...i..1.7..58	100	100	100	100	100	85	63	ASV_60
new_taxa..2...i..1.7..59	100	100	100	100	100	99	93	ASV_61
new_taxa..2...i..1.7..60	100	100	100	100	100	79	77	ASV_62
new_taxa..2...i..1.7..61	100	100	100	100	100	100	100	ASV_63
new_taxa..2...i..1.7..62	100	100	100	100	100	12	12	ASV_64
new_taxa..2...i..1.7..63	100	100	100	100	100	88	58	ASV_65
new_taxa..2...i..1.7..64	100	100	100	100	100	100	63	ASV_66
new_taxa..2...i..1.7..65	100	100	100	100	100	100	19	ASV_67
new_taxa..2...i..1.7..66	100	100	100	100	100	66	66	ASV_68
new_taxa..2...i..1.7..67	100	100	100	100	100	100	87	ASV_69
new_taxa..2...i..1.7..68	100	100	100	100	100	100	100	ASV_70
new_taxa..2...i..1.7..69	100	100	100	100	100	100	100	ASV_71
new_taxa..2...i..1.7..70	100	100	100	100	100	42	42	ASV_72
new_taxa..2...i..1.7..71	100	100	100	100	100	100	66	ASV_73
new_taxa..2...i..1.7..72	100	100	100	100	99	99	99	ASV_74
new_taxa..2...i..1.7..73	98	74	74	74	74	68	50	ASV_75
new_taxa..2...i..1.7..74	100	100	100	100	100	100	100	ASV_76
new_taxa..2...i..1.7..75	100	100	100	100	100	67	67	ASV_77
new_taxa..2...i..1.7..76	100	100	100	99	94	87	57	ASV_78
new_taxa..2...i..1.7..77	100	100	100	100	100	100	100	ASV_79
new_taxa..2...i..1.7..78	100	100	100	100	68	41	41	ASV_80
new_taxa..2...i..1.7..79	100	100	99	98	98	68	68	ASV_81
new_taxa..2...i..1.7..80	100	100	100	100	100	91	91	ASV_82
new_taxa..2...i..1.7..81	100	100	100	100	100	55	55	ASV_83
new_taxa..2...i..1.7..82	100	100	100	100	100	100	82	ASV_84
new_taxa..2...i..1.7..83	100	100	100	100	100	100	100	ASV_85
new_taxa..2...i..1.7..84	100	100	100	100	100	95	93	ASV_86
new_taxa..2...i..1.7..85	100	100	100	100	100	83	79	ASV_87
new_taxa..2...i..1.7..86	100	100	100	100	100	100	100	ASV_88
new_taxa..2...i..1.7..87	100	100	100	100	100	83	80	ASV_89
new_taxa..2...i..1.7..88	100	100	100	100	100	65	65	ASV_90
new_taxa..2...i..1.7..89	100	100	100	100	100	100	100	ASV_91
new_taxa..2...i..1.7..90	100	100	100	100	100	100	100	ASV_92
new_taxa..2...i..1.7..91	100	100	100	100	100	100	97	ASV_93
new_taxa..2...i..1.7..92	100	100	100	100	100	100	100	ASV_94
new_taxa..2...i..1.7..93	100	100	100	99	99	99	99	ASV_95
new_taxa..2...i..1.7..94	100	100	100	100	99	97	97	ASV_96
new_taxa..2...i..1.7..95	100	100	100	100	100	100	100	ASV_97
new_taxa..2...i..1.7..96	100	100	100	100	100	90	90	ASV_98
new_taxa..2...i..1.7..97	100	100	100	100	100	100	81	ASV_99
new_taxa..2...i..1.7..98	100	100	100	100	100	81	79	ASV_100
new_taxa..2...i..1.7..99	100	100	100	100	100	100	100	ASV_101
new_taxa..2...i..1.7..100	100	100	100	100	100	30	30	ASV_102
new_taxa..2...i..1.7..101	100	100	100	100	100	100	100	ASV_103
new_taxa..2...i..1.7..102	100	100	100	100	82	25	23	ASV_104
new_taxa..2...i..1.7..103	100	100	100	100	100	98	57	ASV_105
new_taxa..2...i..1.7..104	100	100	100	100	100	100	100	ASV_106
new_taxa..2...i..1.7..105	100	100	100	100	100	100	100	ASV_107
new_taxa..2...i..1.7..106	100	100	100	100	100	88	88	ASV_108
new_taxa..2...i..1.7..107	100	100	100	100	100	100	99	ASV_109
new_taxa..2...i..1.7..108	100	100	100	100	100	100	100	ASV_110
new_taxa..2...i..1.7..109	100	100	100	100	100	64	64	ASV_111
new_taxa..2...i..1.7..110	100	100	100	100	100	100	51	ASV_112
new_taxa..2...i..1.7..111	100	100	100	100	100	99	99	ASV_113
new_taxa..2...i..1.7..112	100	100	100	100	100	100	100	ASV_114
new_taxa..2...i..1.7..113	100	100	100	100	100	99	99	ASV_115
new_taxa..2...i..1.7..114	100	100	100	100	100	100	35	ASV_116
new_taxa..2...i..1.7..115	100	100	100	100	100	99	97	ASV_117
new_taxa..2...i..1.7..116	100	100	100	100	100	100	47	ASV_118
new_taxa..2...i..1.7..117	100	100	100	100	100	100	91	ASV_119
new_taxa..2...i..1.7..118	100	100	100	100	97	88	69	ASV_120
new_taxa..2...i..1.7..119	100	100	100	100	100	100	100	ASV_121
new_taxa..2...i..1.7..120	100	100	100	100	100	83	83	ASV_122
new_taxa..2...i..1.7..121	100	100	100	100	62	62	62	ASV_123
new_taxa..2...i..1.7..122	100	100	100	100	100	75	73	ASV_124
new_taxa..2...i..1.7..123	100	100	100	100	99	99	99	ASV_125
new_taxa..2...i..1.7..124	100	100	100	100	99	90	90	ASV_126
new_taxa..2...i..1.7..125	100	100	100	100	100	100	100	ASV_127
new_taxa..2...i..1.7..126	100	100	100	100	100	99	99	ASV_128
new_taxa..2...i..1.7..127	100	100	100	100	100	100	100	ASV_129
new_taxa..2...i..1.7..128	100	100	100	100	100	100	100	ASV_130
new_taxa..2...i..1.7..129	100	100	100	100	100	100	42	ASV_131
new_taxa..2...i..1.7..130	100	100	100	100	100	100	100	ASV_132
new_taxa..2...i..1.7..131	100	100	100	100	100	77	77	ASV_133
new_taxa..2...i..1.7..132	100	100	100	100	100	64	64	ASV_134
new_taxa..2...i..1.7..133	100	100	100	100	97	84	84	ASV_135
new_taxa..2...i..1.7..134	100	100	100	100	100	99	89	ASV_136
new_taxa..2...i..1.7..135	100	100	100	100	100	100	100	ASV_137
new_taxa..2...i..1.7..136	100	100	100	100	100	100	68	ASV_138
new_taxa..2...i..1.7..137	100	100	100	100	100	100	100	ASV_139
new_taxa..2...i..1.7..138	100	99	99	98	98	39	39	ASV_140
new_taxa..2...i..1.7..139	100	100	100	100	100	55	55	ASV_141
new_taxa..2...i..1.7..140	100	100	100	100	100	50	50	ASV_142
new_taxa..2...i..1.7..141	100	100	100	100	100	99	99	ASV_143
new_taxa..2...i..1.7..142	100	100	100	100	100	100	99	ASV_144
new_taxa..2...i..1.7..143	100	100	100	100	100	98	98	ASV_145
new_taxa..2...i..1.7..144	100	100	100	100	100	99	73	ASV_146
new_taxa..2...i..1.7..145	100	100	100	100	100	100	100	ASV_147
new_taxa..2...i..1.7..146	100	100	100	100	100	100	100	ASV_148
new_taxa..2...i..1.7..147	100	100	100	100	100	100	100	ASV_149
new_taxa..2...i..1.7..148	100	100	100	100	100	97	91	ASV_150
new_taxa..2...i..1.7..149	100	100	100	100	100	100	78	ASV_151
new_taxa..2...i..1.7..150	100	100	100	100	100	100	100	ASV_152
new_taxa..2...i..1.7..151	100	100	100	100	99	94	94	ASV_153
new_taxa..2...i..1.7..152	100	100	100	99	99	31	31	ASV_154
new_taxa..2...i..1.7..153	100	100	100	100	100	99	99	ASV_155
new_taxa..2...i..1.7..154	100	100	100	100	100	100	63	ASV_156
new_taxa..2...i..1.7..155	100	100	100	100	100	100	85	ASV_157
new_taxa..2...i..1.7..156	100	100	100	100	100	97	97	ASV_158
new_taxa..2...i..1.7..157	100	100	100	100	100	97	97	ASV_159
new_taxa..2...i..1.7..158	100	100	100	100	100	100	100	ASV_160
new_taxa..2...i..1.7..159	100	100	100	100	99	99	60	ASV_161
new_taxa..2...i..1.7..160	100	100	100	100	100	100	100	ASV_162
new_taxa..2...i..1.7..161	100	100	100	100	100	100	64	ASV_163
new_taxa..2...i..1.7..162	100	100	100	100	100	100	62	ASV_164
new_taxa..2...i..1.7..163	100	100	100	100	100	100	100	ASV_165
new_taxa..2...i..1.7..164	100	100	100	100	100	100	100	ASV_166
new_taxa..2...i..1.7..165	100	100	100	100	100	100	100	ASV_167
new_taxa..2...i..1.7..166	100	100	100	100	100	94	94	ASV_168
new_taxa..2...i..1.7..167	100	100	100	100	100	100	100	ASV_169
new_taxa..2...i..1.7..168	100	100	100	100	99	99	99	ASV_170
new_taxa..2...i..1.7..169	100	100	100	100	100	98	98	ASV_171
new_taxa..2...i..1.7..170	100	67	62	62	62	62	62	ASV_172
new_taxa..2...i..1.7..171	100	100	100	100	100	78	78	ASV_173
new_taxa..2...i..1.7..172	100	100	100	100	100	72	72	ASV_174
new_taxa..2...i..1.7..173	100	100	100	100	100	100	100	ASV_175
new_taxa..2...i..1.7..174	100	97	96	75	71	71	71	ASV_176
new_taxa..2...i..1.7..175	100	100	100	100	100	21	21	ASV_177
new_taxa..2...i..1.7..176	100	100	100	100	100	49	42	ASV_178
new_taxa..2...i..1.7..177	100	100	100	100	100	83	83	ASV_179
new_taxa..2...i..1.7..178	100	100	100	100	100	100	62	ASV_180
new_taxa..2...i..1.7..179	100	96	95	70	62	62	62	ASV_181
new_taxa..2...i..1.7..180	100	100	100	100	100	87	87	ASV_182
new_taxa..2...i..1.7..181	100	100	100	100	100	100	100	ASV_183
new_taxa..2...i..1.7..182	100	100	100	100	100	100	41	ASV_184
new_taxa..2...i..1.7..183	100	100	100	100	100	100	100	ASV_185
new_taxa..2...i..1.7..184	100	100	100	100	99	97	51	ASV_186
new_taxa..2...i..1.7..185	100	100	99	99	99	13	13	ASV_187
new_taxa..2...i..1.7..186	100	100	100	100	100	94	94	ASV_188
new_taxa..2...i..1.7..187	100	100	99	92	92	34	34	ASV_189
new_taxa..2...i..1.7..188	100	100	100	100	100	99	95	ASV_190
new_taxa..2...i..1.7..189	100	100	100	100	100	95	95	ASV_191
new_taxa..2...i..1.7..190	100	100	100	100	100	100	100	ASV_192
new_taxa..2...i..1.7..191	100	100	100	100	98	94	88	ASV_193
new_taxa..2...i..1.7..192	100	100	100	100	100	16	16	ASV_194
new_taxa..2...i..1.7..193	100	100	100	100	100	98	79	ASV_195
new_taxa..2...i..1.7..194	100	100	100	100	100	47	47	ASV_196
new_taxa..2...i..1.7..195	100	100	100	100	94	48	48	ASV_197
new_taxa..2...i..1.7..196	100	100	100	100	100	99	40	ASV_198
new_taxa..2...i..1.7..197	100	100	100	100	99	97	97	ASV_199
new_taxa..2...i..1.7..198	100	100	100	100	100	100	46	ASV_200
new_taxa..2...i..1.7..199	100	100	100	100	100	93	93	ASV_201
new_taxa..2...i..1.7..200	100	100	100	100	100	76	62	ASV_202
new_taxa..2...i..1.7..201	100	100	100	100	100	73	73	ASV_203
new_taxa..2...i..1.7..202	100	100	100	100	100	58	56	ASV_204
new_taxa..2...i..1.7..203	100	100	100	100	100	100	100	ASV_205
new_taxa..2...i..1.7..204	100	100	100	100	100	87	86	ASV_206
new_taxa..2...i..1.7..205	100	100	100	100	100	75	75	ASV_207
new_taxa..2...i..1.7..206	100	100	100	100	100	100	100	ASV_208
new_taxa..2...i..1.7..207	100	100	100	100	100	50	50	ASV_209
new_taxa..2...i..1.7..208	100	100	100	100	100	89	79	ASV_210
new_taxa..2...i..1.7..209	100	100	100	100	100	100	42	ASV_211
new_taxa..2...i..1.7..210	100	100	100	100	100	99	98	ASV_212
new_taxa..2...i..1.7..211	100	100	100	100	100	100	100	ASV_213
new_taxa..2...i..1.7..212	100	100	100	100	100	96	59	ASV_214
new_taxa..2...i..1.7..213	100	100	100	100	100	89	86	ASV_215
new_taxa..2...i..1.7..214	100	100	100	100	100	75	68	ASV_216
new_taxa..2...i..1.7..215	100	100	100	100	100	99	99	ASV_217
new_taxa..2...i..1.7..216	100	97	97	97	97	92	85	ASV_218
new_taxa..2...i..1.7..217	100	100	100	100	100	99	99	ASV_219
new_taxa..2...i..1.7..218	100	100	100	100	100	99	99	ASV_220
new_taxa..2...i..1.7..219	100	100	100	100	100	43	43	ASV_221
new_taxa..2...i..1.7..220	100	100	100	100	100	100	20	ASV_222
new_taxa..2...i..1.7..221	100	100	100	100	100	99	52	ASV_223
new_taxa..2...i..1.7..222	100	100	100	100	100	100	100	ASV_224
new_taxa..2...i..1.7..223	100	100	100	100	100	98	98	ASV_225
new_taxa..2...i..1.7..224	100	100	100	100	100	100	99	ASV_226
new_taxa..2...i..1.7..225	100	100	100	99	99	25	25	ASV_227
new_taxa..2...i..1.7..226	100	100	100	100	100	100	99	ASV_228
new_taxa..2...i..1.7..227	100	100	100	100	100	100	100	ASV_229
new_taxa..2...i..1.7..228	100	100	100	100	100	100	100	ASV_230
new_taxa..2...i..1.7..229	100	100	100	100	100	78	78	ASV_231
new_taxa..2...i..1.7..230	100	100	100	100	100	100	100	ASV_232
new_taxa..2...i..1.7..231	100	100	100	100	100	40	37	ASV_233
new_taxa..2...i..1.7..232	100	100	100	100	100	100	100	ASV_234
new_taxa..2...i..1.7..233	100	100	100	100	100	100	44	ASV_235
new_taxa..2...i..1.7..234	100	100	100	100	100	69	69	ASV_236
new_taxa..2...i..1.7..235	100	100	100	100	100	93	93	ASV_237
new_taxa..2...i..1.7..236	100	100	100	100	100	98	84	ASV_238
new_taxa..2...i..1.7..237	100	100	100	100	99	99	99	ASV_239
new_taxa..2...i..1.7..238	100	100	100	100	100	93	93	ASV_240
new_taxa..2...i..1.7..239	100	100	100	100	100	52	52	ASV_241
new_taxa..2...i..1.7..240	100	100	100	100	100	82	82	ASV_242
new_taxa..2...i..1.7..241	100	100	100	100	100	47	47	ASV_243
new_taxa..2...i..1.7..242	100	100	100	100	100	98	90	ASV_244
new_taxa..2...i..1.7..243	100	100	100	100	100	100	95	ASV_245
new_taxa..2...i..1.7..244	100	100	100	100	100	66	65	ASV_246
new_taxa..2...i..1.7..245	100	100	100	99	96	30	30	ASV_247
new_taxa..2...i..1.7..246	100	100	100	100	100	100	100	ASV_248
new_taxa..2...i..1.7..247	100	100	100	100	100	71	71	ASV_249
new_taxa..2...i..1.7..248	100	100	100	99	99	30	30	ASV_250
new_taxa..2...i..1.7..249	100	100	100	100	100	45	44	ASV_251
new_taxa..2...i..1.7..250	100	100	100	99	98	98	98	ASV_252
new_taxa..2...i..1.7..251	100	100	100	100	100	100	98	ASV_253
new_taxa..2...i..1.7..252	100	100	100	100	100	6	6	ASV_254
new_taxa..2...i..1.7..253	100	100	100	100	100	99	99	ASV_255
new_taxa..2...i..1.7..254	100	100	100	100	100	96	93	ASV_256
new_taxa..2...i..1.7..255	100	100	100	100	100	100	100	ASV_257
new_taxa..2...i..1.7..256	100	100	100	100	100	91	87	ASV_258
new_taxa..2...i..1.7..257	100	100	100	100	100	100	98	ASV_259
new_taxa..2...i..1.7..258	100	100	100	100	100	36	35	ASV_260
new_taxa..2...i..1.7..259	100	100	100	100	100	69	69	ASV_261
new_taxa..2...i..1.7..260	100	100	100	100	100	98	98	ASV_262
new_taxa..2...i..1.7..261	100	100	100	100	100	100	82	ASV_263
new_taxa..2...i..1.7..262	100	100	100	100	100	100	100	ASV_264
new_taxa..2...i..1.7..263	100	100	100	100	100	60	55	ASV_265
new_taxa..2...i..1.7..264	100	100	100	100	100	100	100	ASV_266
new_taxa..2...i..1.7..265	100	100	100	100	100	100	100	ASV_267
new_taxa..2...i..1.7..266	100	100	100	100	100	80	80	ASV_268
new_taxa..2...i..1.7..267	100	100	100	100	100	28	28	ASV_270
new_taxa..2...i..1.7..268	100	100	100	100	100	46	46	ASV_271
new_taxa..2...i..1.7..269	100	100	100	100	98	98	98	ASV_272
new_taxa..2...i..1.7..270	100	100	100	100	100	100	78	ASV_273
new_taxa..2...i..1.7..271	100	100	100	100	98	98	98	ASV_274
new_taxa..2...i..1.7..272	100	100	100	100	100	72	72	ASV_275
new_taxa..2...i..1.7..273	100	100	100	100	100	98	98	ASV_276
new_taxa..2...i..1.7..274	100	100	100	100	100	98	88	ASV_277
new_taxa..2...i..1.7..275	100	100	100	100	100	62	60	ASV_278
new_taxa..2...i..1.7..276	100	100	100	100	100	31	31	ASV_279
new_taxa..2...i..1.7..277	100	100	100	100	100	100	100	ASV_280
new_taxa..2...i..1.7..278	100	100	100	100	100	87	57	ASV_281
new_taxa..2...i..1.7..279	100	100	100	100	99	98	69	ASV_282
new_taxa..2...i..1.7..280	100	100	100	100	100	100	100	ASV_283
new_taxa..2...i..1.7..281	100	100	100	100	100	97	84	ASV_284
new_taxa..2...i..1.7..282	100	100	100	100	100	44	44	ASV_286
new_taxa..2...i..1.7..283	100	100	100	100	100	100	53	ASV_287
new_taxa..2...i..1.7..284	100	100	100	100	100	100	100	ASV_288
new_taxa..2...i..1.7..285	100	100	100	100	100	60	60	ASV_289
new_taxa..2...i..1.7..286	100	100	100	100	96	96	96	ASV_290
new_taxa..2...i..1.7..287	100	100	100	100	100	56	53	ASV_291
new_taxa..2...i..1.7..288	100	100	100	100	100	100	100	ASV_292
new_taxa..2...i..1.7..289	100	99	99	99	98	97	66	ASV_293
new_taxa..2...i..1.7..290	100	100	100	100	100	39	39	ASV_294
new_taxa..2...i..1.7..291	100	100	100	100	100	74	74	ASV_295
new_taxa..2...i..1.7..292	100	100	100	100	100	100	38	ASV_296
new_taxa..2...i..1.7..293	100	100	100	100	100	100	100	ASV_297
new_taxa..2...i..1.7..294	100	99	99	98	98	98	98	ASV_298
new_taxa..2...i..1.7..295	100	100	100	100	100	100	100	ASV_299
new_taxa..2...i..1.7..296	100	100	100	100	100	99	99	ASV_300
new_taxa..2...i..1.7..297	100	100	100	100	100	100	45	ASV_301
new_taxa..2...i..1.7..298	100	100	100	100	100	99	99	ASV_302
new_taxa..2...i..1.7..299	100	100	100	100	99	92	88	ASV_303
new_taxa..2...i..1.7..300	100	100	100	100	100	100	100	ASV_304
new_taxa..2...i..1.7..301	100	100	100	100	100	100	100	ASV_305
new_taxa..2...i..1.7..302	100	100	100	100	100	27	27	ASV_306
new_taxa..2...i..1.7..303	100	100	100	100	100	96	96	ASV_307
new_taxa..2...i..1.7..304	100	100	100	100	100	100	100	ASV_308
new_taxa..2...i..1.7..305	100	100	100	100	92	71	71	ASV_309
new_taxa..2...i..1.7..306	100	99	99	98	98	75	75	ASV_310
new_taxa..2...i..1.7..307	100	100	100	100	99	99	55	ASV_311
new_taxa..2...i..1.7..308	100	100	100	100	100	43	38	ASV_312
new_taxa..2...i..1.7..309	100	100	100	100	100	100	100	ASV_313
new_taxa..2...i..1.7..310	100	100	100	100	100	96	54	ASV_314
new_taxa..2...i..1.7..311	100	100	100	100	100	98	98	ASV_315
new_taxa..2...i..1.7..312	100	100	100	100	100	96	95	ASV_316
new_taxa..2...i..1.7..313	100	100	100	100	100	92	88	ASV_317
new_taxa..2...i..1.7..314	100	100	100	100	100	40	40	ASV_318
new_taxa..2...i..1.7..315	100	100	100	100	100	100	100	ASV_319
new_taxa..2...i..1.7..316	100	100	100	100	100	94	94	ASV_320
new_taxa..2...i..1.7..317	100	100	100	100	100	99	97	ASV_321
new_taxa..2...i..1.7..318	100	100	100	100	100	99	36	ASV_322
new_taxa..2...i..1.7..319	100	100	100	100	100	100	74	ASV_323
new_taxa..2...i..1.7..320	100	100	100	100	100	100	61	ASV_324
new_taxa..2...i..1.7..321	100	100	100	100	100	100	100	ASV_325
new_taxa..2...i..1.7..322	100	100	100	100	100	35	35	ASV_326
new_taxa..2...i..1.7..323	100	100	100	98	95	95	95	ASV_327
new_taxa..2...i..1.7..324	100	100	100	100	100	90	90	ASV_328
new_taxa..2...i..1.7..325	100	100	100	100	100	100	58	ASV_329
new_taxa..2...i..1.7..326	100	100	100	100	100	51	50	ASV_330
new_taxa..2...i..1.7..327	100	100	100	100	100	100	100	ASV_331
new_taxa..2...i..1.7..328	100	100	100	100	100	98	98	ASV_332
new_taxa..2...i..1.7..329	100	100	100	100	100	26	26	ASV_333
new_taxa..2...i..1.7..330	100	100	100	100	100	100	100	ASV_334
new_taxa..2...i..1.7..331	100	100	100	98	92	90	90	ASV_335
new_taxa..2...i..1.7..332	100	100	100	100	100	100	81	ASV_336
new_taxa..2...i..1.7..333	100	100	100	100	100	100	100	ASV_337
new_taxa..2...i..1.7..334	100	100	100	100	93	93	70	ASV_338
new_taxa..2...i..1.7..335	100	100	100	100	100	85	85	ASV_339
new_taxa..2...i..1.7..336	100	99	99	98	98	43	43	ASV_340
new_taxa..2...i..1.7..337	100	100	100	100	100	100	100	ASV_341
new_taxa..2...i..1.7..338	100	100	100	100	100	12	12	ASV_342
new_taxa..2...i..1.7..339	100	100	100	99	97	97	97	ASV_343
new_taxa..2...i..1.7..340	100	100	100	100	100	100	100	ASV_344
new_taxa..2...i..1.7..341	100	100	100	100	100	87	87	ASV_345
new_taxa..2...i..1.7..342	100	100	100	100	100	86	54	ASV_346
new_taxa..2...i..1.7..343	100	100	100	100	100	74	64	ASV_347
new_taxa..2...i..1.7..344	100	100	100	100	100	97	97	ASV_348
new_taxa..2...i..1.7..345	100	100	100	100	100	60	59	ASV_349
new_taxa..2...i..1.7..346	100	100	100	100	100	100	100	ASV_350
new_taxa..2...i..1.7..347	100	100	100	100	100	75	75	ASV_351
new_taxa..2...i..1.7..348	100	100	100	100	100	100	53	ASV_352
new_taxa..2...i..1.7..349	100	100	100	100	100	100	100	ASV_353
new_taxa..2...i..1.7..350	100	100	99	99	99	87	79	ASV_354
new_taxa..2...i..1.7..351	100	100	100	100	100	98	98	ASV_355
new_taxa..2...i..1.7..352	100	100	100	100	100	57	57	ASV_356
new_taxa..2...i..1.7..353	100	100	100	100	100	100	100	ASV_357
new_taxa..2...i..1.7..354	100	100	100	100	100	100	100	ASV_358
new_taxa..2...i..1.7..355	100	100	100	100	100	95	53	ASV_359
new_taxa..2...i..1.7..356	100	100	100	100	100	100	100	ASV_360
new_taxa..2...i..1.7..357	100	100	100	100	100	75	75	ASV_361
new_taxa..2...i..1.7..358	100	100	100	100	100	83	70	ASV_362
new_taxa..2...i..1.7..359	100	100	100	100	100	100	100	ASV_363
new_taxa..2...i..1.7..360	100	100	100	100	100	100	97	ASV_364
new_taxa..2...i..1.7..361	100	100	100	100	100	79	79	ASV_365
new_taxa..2...i..1.7..362	100	100	100	100	100	100	100	ASV_366
new_taxa..2...i..1.7..363	100	100	100	100	100	100	100	ASV_367
new_taxa..2...i..1.7..364	100	100	100	100	100	100	100	ASV_368
new_taxa..2...i..1.7..365	100	100	100	100	100	64	64	ASV_369
new_taxa..2...i..1.7..366	100	100	100	100	100	64	59	ASV_370
new_taxa..2...i..1.7..367	100	100	100	100	100	100	77	ASV_371
new_taxa..2...i..1.7..368	100	100	100	100	100	89	89	ASV_372
new_taxa..2...i..1.7..369	100	100	100	100	100	80	80	ASV_373
new_taxa..2...i..1.7..370	100	100	100	100	100	100	100	ASV_374
new_taxa..2...i..1.7..371	100	100	100	99	99	73	73	ASV_375
new_taxa..2...i..1.7..372	100	100	100	100	100	100	52	ASV_376
new_taxa..2...i..1.7..373	100	100	100	100	100	97	97	ASV_377
new_taxa..2...i..1.7..374	100	98	98	97	79	79	79	ASV_378
new_taxa..2...i..1.7..375	100	100	100	100	100	100	100	ASV_379
new_taxa..2...i..1.7..376	100	100	100	100	100	39	37	ASV_380
new_taxa..2...i..1.7..377	100	100	100	100	100	100	100	ASV_381
new_taxa..2...i..1.7..378	100	100	100	100	100	99	99	ASV_382
new_taxa..2...i..1.7..379	100	100	100	100	100	90	90	ASV_383
new_taxa..2...i..1.7..380	100	100	100	100	100	100	78	ASV_384
new_taxa..2...i..1.7..381	100	100	100	100	100	97	88	ASV_385
new_taxa..2...i..1.7..382	100	100	100	100	100	31	31	ASV_386
new_taxa..2...i..1.7..383	100	100	100	100	100	100	100	ASV_387
new_taxa..2...i..1.7..384	100	100	100	100	100	74	74	ASV_388
new_taxa..2...i..1.7..385	100	100	100	100	100	100	100	ASV_389
